id,date_commentaire,device,canal,sentiment,type_irritant,type_sinistre,anciennete_client,type_contrat,csat,gravite_sinistre,region_client,canal_resolution,commentaire,commentaire_clean,topic,topic_label,topic_label_clean,topic_label_exec
4506,2024-11-04,iOS,App,neg,authentification,bris_de_glace,3-10 ans,tous_risques,1,faible,Grand Est,App,"Je suis déçu, le lien de connexion expire même après réinitialisation et je perds tout, bref ça bloque encore, ça devient pénible.",décevoir lien connexion expir réinitialisation perdre bref bloquer devenir pénible,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4507,2024-10-17,Android,App,neg,photo,collision,3-10 ans,pro,2,moyenne,Pays de la Loire,App,"C'est inadmissible, l'ajout des photos bloque pendant la déclaration, du coup rien n'avance, j'espère que ça ira mieux.",inadmissible ajout photo bloqu déclaration coup rien avancer espérer aller mieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4508,2024-11-25,Android,Email,neg,parcours,bris_de_glace,1-3 ans,tous_risques,1,forte,Auvergne-Rhône-Alpes,Web,"Franchement, je ne comprends pas les étapes sur le récapitulatif, donc ça bloque encore, je vais réessayer plus tard.",franchement comprendre étape récapitulatif bloquer réessayer tard,-1,Outliers,Outliers,Outliers
4509,2024-12-06,Android,Web,neg,parcours,bris_de_glace,1-3 ans,pro,1,faible,Île-de-France,Web,"Ras-le-bol, on tourne en rond dans les écrans pour une simple déclaration, et ça bloque encore, merci quand même.",ras-le-bol tourne rond écran simple déclaration bloquer,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
4510,2024-07-20,Web,Web,neg,photo,catastrophe_naturelle,3-10 ans,tiers,1,faible,Île-de-France,App,"Je suis déçu, l'ajout des photos bloque après trois essais malgré plusieurs essais, franchement je perds un temps fou, c'est pas sérieux.",décevoir ajout photo bloquer essai essai franchement perdre temps fou sérieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4511,2024-12-13,iOS,App,neg,photo,collision,3-10 ans,tous_risques,1,moyenne,Bretagne,Téléphone,"Franchement, l'ajout des photos bloque pendant la déclaration, bref je perds un temps fou, je vais réessayer plus tard.",franchement ajout photo bloqu déclaration bref perdre temps fou réessayer tard,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4512,2024-10-03,Android,Web,neg,complexité,collision,1-3 ans,tous_risques,2,faible,Île-de-France,Téléphone,"Ras-le-bol, je dois refaire plusieurs fois juste pour une info et je perds tout, et rien n'avance, c'est pas sérieux.",ras-le-bol devoir refaire fois info perdre rien avancer sérieux,-1,Outliers,Outliers,Outliers
4513,2024-05-08,iOS,Web,neu,photo,collision,3-10 ans,tous_risques,3,faible,Centre-Val de Loire,App,"C'est mitigé, les photos restent en attente au moment de valider, et j'ai réussi au final, j'attends une amélioration.",mitiger photo attente moment valider réussir final attendre amélioration,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4514,2024-07-07,Android,Web,pos,lenteur,bris_de_glace,3-10 ans,tiers,5,moyenne,Bourgogne-Franche-Comté,App,"Très satisfait, le site rame énormément depuis ce matin au début, puis tout s'est débloqué rapidement, honnêtement le suivi était clair, continuez comme ça, efficace.",satisfait site rame énormément matin début débloquer rapidement honnêtement suivi clair continuer efficace,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4515,2024-02-04,Android,Web,neg,parcours,collision,0-1 an,pro,1,moyenne,Île-de-France,Web,"Ras-le-bol, le parcours est confus entre les onglets et je perds tout, du coup je perds un temps fou, bonne journée.",ras-le-bol parcours confus onglet perdre coup perdre temps fou bon journée,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
4516,2024-01-17,iOS,Web,neg,photo,catastrophe_naturelle,10+ ans,tiers,2,moyenne,Bretagne,App,"C'est inadmissible, le scan des documents tourne en rond pendant la déclaration, alors je perds un temps fou, merci quand même.",inadmissible scan document tourne rond déclaration perdre temps fou,3,document / scan / rond,document / scan / rond,Dépôt / scan de documents
4517,2024-03-01,Android,App,neg,complexité,catastrophe_naturelle,0-1 an,tiers,1,faible,Pays de la Loire,App,"Je suis déçu, c'est trop technique pour avancer malgré plusieurs essais, honnêtement rien n'avance, j'espère que ça ira mieux.",décevoir trop technique avancer essai honnêtement rien avance espérer aller mieux,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4518,2024-12-28,Android,Web,pos,parcours,bris_de_glace,3-10 ans,tiers,5,faible,Occitanie,Téléphone,"Bonne expérience, le parcours est confus sur le récapitulatif et j'ai pu finaliser sans stress, alors tout est bien expliqué, service efficace, bien.",bon expérience parcours confus récapitulatif finaliser stress bien expliquer service efficace bien,8,finaliser / stress / satisfait,finaliser / stress / satisfait,finaliser / stress / satisfait
4519,2024-03-28,Android,Web,neg,photo,bris_de_glace,1-3 ans,tiers,1,moyenne,Centre-Val de Loire,App,"Franchement, l'envoi des clichés échoue au moment de valider malgré plusieurs essais, alors ça bloque encore, j'espère que ça ira mieux.",franchement envoi cliché échouer moment valider essai bloquer espérer aller mieux,-1,Outliers,Outliers,Outliers
4520,2024-02-29,Android,App,neg,photo,collision,0-1 an,tiers,1,faible,Auvergne-Rhône-Alpes,App,"C'est inadmissible, le scan des documents tourne en rond sur l'étape des justificatifs, alors ça bloque encore, merci de corriger vite.",inadmissible scan document tourne rond étape justificatif bloquer corriger vite,3,document / scan / rond,document / scan / rond,Dépôt / scan de documents
4521,2024-03-21,Android,App,neg,parcours,bris_de_glace,1-3 ans,tiers,1,faible,Pays de la Loire,App,"Franchement, les boutons ne sont pas clairs sur la partie indemnisation et je perds tout, mais rien n'avance, j'ai fini par appeler.",franchement bouton clair partie indemnisation perdre rien avancer finir appeler,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4522,2024-01-31,Android,App,neg,parcours,incendie,3-10 ans,tous_risques,1,faible,Auvergne-Rhône-Alpes,Téléphone,"Très mécontent, le parcours est confus sur la partie indemnisation, mais ça bloque encore, ça devient pénible.",mécontent parcours confus partie indemnisation bloquer devenir pénible,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4523,2024-12-11,iOS,Web,neu,authentification,catastrophe_naturelle,0-1 an,tous_risques,3,faible,Occitanie,App,"C'est mitigé, le lien de connexion expire alors que mes identifiants sont bons, du coup j'ai réussi au final, ça manque de simplicité.",mitiger lien connexion expir identifiant bon coup réussir final manque simplicité,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4524,2024-01-29,Android,App,neg,photo,collision,3-10 ans,tous_risques,1,moyenne,Grand Est,App,"C'est inadmissible, l'ajout des photos bloque après trois essais malgré plusieurs essais, honnêtement ça bloque encore, j'ai fini par appeler.",inadmissible ajout photo bloquer essai essai honnêtement bloquer finir appeler,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4525,2024-08-08,Android,Web,neg,authentification,collision,3-10 ans,tous_risques,1,faible,Pays de la Loire,App,"C'est inadmissible, le code SMS n'arrive pas même après réinitialisation, et je perds un temps fou, je vais réessayer plus tard.",inadmissible code sms arriver réinitialisation perdre temps fou réessayer tard,4,téléphone / sms / code,Authentification SMS,Authentification par SMS
4526,2024-09-23,Android,App,neg,parcours,collision,0-1 an,tiers,1,moyenne,Hauts-de-France,Web,"Ras-le-bol, on tourne en rond dans les écrans pour une simple déclaration et je perds tout, franchement ça bloque encore, c'est pas sérieux.",ras-le-bol tourne rond écran simple déclaration perdre franchement bloquer sérieux,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
4527,2024-09-24,Android,Web,pos,photo,collision,0-1 an,pro,4,forte,Île-de-France,Téléphone,"Bonne expérience, l'ajout des photos bloque après trois essais au début, puis tout s'est débloqué rapidement, honnêtement le suivi était clair, continuez comme ça.",bon expérience ajout photo bloquer essai début débloquer rapidement honnêtement suivi clair continuer,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4528,2024-05-26,Web,Email,neg,parcours,collision,10+ ans,tous_risques,1,moyenne,PACA,App,"Franchement, le parcours est confus pour une simple déclaration malgré plusieurs essais, du coup rien n'avance, j'ai fini par appeler.",franchement parcours confus simple déclaration essai coup rien avancer finir appeler,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4529,2024-07-31,iOS,App,neu,photo,bris_de_glace,10+ ans,tous_risques,3,faible,Occitanie,Web,"Globalement ça va, l'ajout des photos bloque après trois essais, honnêtement ça passe mais c'est limite, le support via web a aidé.",globalement ajout photo bloquer essai honnêtement passer limite support web aider,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4530,2024-08-05,Android,Web,neg,bug,collision,1-3 ans,tiers,2,faible,Auvergne-Rhône-Alpes,App,"C'est inadmissible, j'ai un écran blanc sur la dernière étape malgré plusieurs essais, du coup ça bloque encore, merci quand même.",inadmissible écran blanc dernier étape essai coup bloquer,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
4531,2024-01-25,Android,App,pos,lenteur,bris_de_glace,1-3 ans,tous_risques,5,moyenne,Occitanie,App,"Bonne expérience, le chargement est interminable à chaque étape mais la résolution a été rapide, alors le suivi était clair, service efficace, top.",bon expérience chargement interminable étape résolution être rapide suivi clair service efficace top,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4532,2024-10-19,Android,Web,neg,lenteur,collision,0-1 an,tous_risques,2,faible,Nouvelle-Aquitaine,App,"C'est inadmissible, l'app met des minutes à répondre quand je joins une pièce et je perds tout, franchement rien n'avance, j'espère que ça ira mieux.",inadmissible app mettre minute répondre joindre pièce perdre franchement rien avance espérer aller mieux,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
4533,2024-10-12,Android,Email,neg,authentification,vol,10+ ans,tous_risques,1,forte,Île-de-France,Téléphone,"Je suis déçu, ça bloque sur l'authentification sur l'espace client, donc rien n'avance, c'est pas sérieux.",décevoir bloquer authentification espace client rien avance sérieux,11,id / face / reconnaissance,id / face / reconnaissance,id / face / reconnaissance
4534,2024-02-26,iOS,Web,neg,photo,collision,3-10 ans,tous_risques,1,moyenne,Île-de-France,Web,"C'est inadmissible, l'envoi des clichés échoue même en 4G, du coup rien n'avance, merci quand même.",inadmissible envoi cliché échouer coup rien avance,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4535,2024-12-06,iOS,Web,neu,bug,incendie,1-3 ans,tiers,3,moyenne,Île-de-France,Web,"C'est mitigé, l'application plante sur la dernière étape, du coup j'ai réussi au final, ça manque de simplicité.",mitiger application plant dernier étape coup réussir final manque simplicité,13,application / plant / confirmer,application / plant / confirmer,application / plant / confirmer
4536,2024-12-19,iOS,App,pos,photo,bris_de_glace,0-1 an,tous_risques,5,faible,Auvergne-Rhône-Alpes,Téléphone,"Merci, l'envoi des clichés échoue à la fin du formulaire mais la résolution a été rapide, alors tout est bien expliqué, continuez comme ça.",envoi cliché échouer fin formulaire résolution être rapide bien expliquer continuer,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4537,2024-01-27,Web,App,neg,bug,catastrophe_naturelle,10+ ans,tiers,2,moyenne,Grand Est,Téléphone,"Je suis déçu, le bouton valider ne fait rien au moment de confirmer et je perds tout, du coup rien n'avance, merci de corriger vite.",décevoir bouton valider rien moment confirmer perdre coup rien avance corriger vite,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
4538,2024-07-22,iOS,Web,neu,bug,collision,3-10 ans,tous_risques,3,moyenne,Grand Est,Email,"Pas terrible mais bon, j'ai un écran blanc quand j'ouvre le dossier, honnêtement ça passe mais c'est limite, ça manque de simplicité.",terrible bon écran blanc ouvrir dossier honnêtement passer limite manque simplicité,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
4539,2024-03-18,Android,Téléphone,neg,photo,incendie,1-3 ans,tous_risques,1,moyenne,PACA,Web,"Ras-le-bol, l'envoi des clichés échoue au moment de valider, donc rien n'avance, j'ai fini par appeler.",ras-le-bol envoi cliché échouer moment valider rien avance finir appeler,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4540,2024-10-11,iOS,App,neg,lenteur,collision,1-3 ans,tous_risques,1,faible,PACA,Email,"Franchement, ça mouline sans fin quand je joins une pièce et je perds tout, du coup ça bloque encore, c'est pas sérieux.",franchement mouliner fin joindre pièce perdre coup bloquer sérieux,-1,Outliers,Outliers,Outliers
4541,2024-02-26,iOS,Web,neg,parcours,catastrophe_naturelle,1-3 ans,tiers,1,faible,Nouvelle-Aquitaine,Web,"C'est inadmissible, le parcours est confus sur la partie indemnisation malgré plusieurs essais, mais je perds un temps fou, ça devient pénible.",inadmissible parcours confus partie indemnisation essai perdre temps fou devenir pénible,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
